Transaction_id,Date,customer_id,Gender,Age,product_category,Quantity,price _per _unit,total_amount,cost_per_unit,profit_per_unit,profit,payment,customer_type,customer_satisfication
943,10/16/2023,CUST943,Female,57,Electronics,6,490,2940,284,206,1236,cash,New,1
944,6/5/2023,CUST944,Male,44,Clothing,9,387,3483,258,129,1161,cash,New,4
945,2/13/2023,CUST945,Male,30,Beauty,5,321,1605,246,75,375,cash,New,2
946,5/8/2023,CUST946,Male,62,Beauty,9,30,270,25,5,45,credit card,New,4
947,3/2/2023,CUST947,Male,50,Clothing,7,451,3157,315,136,952,cash,New,3
948,10/13/2023,CUST948,Female,23,Beauty,6,344,2064,229,115,690,online,New,4
949,8/2/2023,CUST949,Female,41,Food,3,348,1044,186,162,486,credit card,Returning,3
950,11/7/2023,CUST950,Male,36,Clothing,6,272,1632,190,82,492,credit card,Returning,4
951,11/2/2023,CUST951,Male,33,Electronics,2,144,288,92,52,104,cash,New,3
952,11/13/2023,CUST952,Female,57,Food,5,131,655,94,37,185,cash,Returning,5
953,4/26/2023,CUST953,Male,45,Clothing,7,423,2961,258,165,1155,cash,New,5
954,9/25/2023,CUST954,Female,50,Food,4,97,388,60,37,148,credit card,New,2
955,7/14/2023,CUST955,Male,58,Clothing,1,249,249,169,80,80,cash,Returning,4
956,8/19/2023,CUST956,Male,30,Beauty,9,128,1152,115,13,117,cash,New,3
957,8/15/2023,CUST957,Female,60,Beauty,4,427,1708,321,106,424,cash,New,4
958,6/2/2023,CUST958,Male,62,Electronics,4,210,840,174,36,144,cash,New,4
959,10/29/2023,CUST959,Female,42,Food,5,181,905,155,26,130,cash,New,5
960,8/8/2023,CUST960,Male,59,Food,3,365,1095,309,56,168,cash,Returning,1
961,6/6/2023,CUST961,Male,53,Electronics,3,55,165,45,10,30,online,Returning,3
962,10/19/2023,CUST962,Male,44,Clothing,4,34,136,21,13,52,credit card,Returning,2
963,11/14/2023,CUST963,Female,55,Food,9,212,1908,161,51,459,credit card,Returning,2
964,1/31/2023,CUST964,Male,24,Beauty,8,310,2480,186,124,992,credit card,New,2
965,11/9/2023,CUST965,Male,22,Electronics,9,293,2637,218,75,675,online,New,4
966,2/20/2023,CUST966,Male,60,Clothing,3,114,342,92,22,66,cash,New,3
967,4/17/2023,CUST967,Male,62,Food,1,446,446,289,157,157,online,Returning,1
968,11/17/2023,CUST968,Female,48,Electronics,1,270,270,238,32,32,credit card,New,5
969,4/19/2023,CUST969,Female,40,Food,6,389,2334,283,106,636,online,New,3
970,5/16/2023,CUST970,Male,59,Food,3,94,282,83,11,33,cash,New,2
971,12/5/2023,CUST971,Female,27,Clothing,3,64,192,38,26,78,cash,New,1
972,2/11/2023,CUST972,Male,49,Electronics,10,115,1150,64,51,510,cash,Returning,1
973,3/22/2023,CUST973,Male,60,Clothing,2,482,964,245,237,474,cash,New,4
974,5/3/2023,CUST974,Male,47,Electronics,5,339,1695,298,41,205,credit card,Returning,4
975,3/30/2023,CUST975,Female,56,Clothing,3,482,1446,281,201,603,credit card,New,2
976,10/10/2023,CUST976,Female,48,Electronics,10,84,840,72,12,120,online,Returning,5
977,2/8/2023,CUST977,Female,35,Food,10,381,3810,222,159,1590,credit card,Returning,1
978,3/22/2023,CUST978,Female,53,Clothing,4,83,332,54,29,116,cash,Returning,5
979,1/2/2023,CUST979,Female,19,Electronics,4,79,316,70,9,36,cash,Returning,5
980,7/29/2023,CUST980,Female,31,Electronics,2,432,864,351,81,162,cash,Returning,4
981,8/19/2023,CUST981,Female,30,Beauty,10,131,1310,73,58,580,cash,Returning,5
982,12/19/2023,CUST982,Female,46,Food,10,340,3400,297,43,430,credit card,New,4
983,11/1/2023,CUST983,Female,29,Electronics,4,418,1672,243,175,700,credit card,Returning,2
984,8/29/2023,CUST984,Male,56,Food,4,278,1112,208,70,280,online,New,2
985,5/30/2023,CUST985,Female,19,Food,9,482,4338,315,167,1503,credit card,New,2
986,1/17/2023,CUST986,Female,49,Beauty,5,471,2355,250,221,1105,online,Returning,1
987,4/29/2023,CUST987,Female,30,Food,6,323,1938,172,151,906,cash,New,5
988,5/28/2023,CUST988,Female,63,Beauty,9,36,324,18,18,162,credit card,Returning,4
989,12/28/2023,CUST989,Female,44,Clothing,4,144,576,101,43,172,online,New,5
990,5/25/2023,CUST990,Female,58,Beauty,2,273,546,230,43,86,cash,New,5
991,12/26/2023,CUST991,Female,34,Clothing,7,179,1253,105,74,518,cash,New,2
992,8/21/2023,CUST992,Female,57,Clothing,4,46,184,27,19,76,online,New,5
993,2/6/2023,CUST993,Female,48,Clothing,5,106,530,89,17,85,online,Returning,3
994,12/18/2023,CUST994,Female,51,Beauty,10,168,1680,113,55,550,cash,Returning,5
995,4/30/2023,CUST995,Female,41,Beauty,3,342,1026,307,35,105,cash,Returning,5
996,5/16/2023,CUST996,Male,62,Electronics,6,379,2274,210,169,1014,online,Returning,2
997,11/17/2023,CUST997,Male,52,Food,2,215,430,150,65,130,credit card,Returning,5
998,10/29/2023,CUST998,Female,23,Food,4,300,1200,166,134,536,online,New,1
999,12/5/2023,CUST999,Female,36,Electronics,1,352,352,247,105,105,credit card,New,4
1000,4/12/2023,CUST1000,Male,47,Food,3,378,1134,214,164,492,credit card,New,4
1001,11/1/2024,CUST1001,Female,63,Clothing,7,325,2275,242,83,581,online,Returning,3
1002,10/4/2024,CUST1002,Female,38,Clothing,8,159,1272,137,22,176,credit card,New,3
1003,10/19/2024,CUST1003,Male,61,Electronics,5,251,1255,216,35,175,credit card,New,3
1004,10/31/2024,CUST1004,Female,44,Electronics,8,57,456,46,11,88,online,Returning,2
1005,9/7/2024,CUST1005,Female,86,Clothing,9,89,801,46,43,387,online,Returning,5
1006,9/25/2024,CUST1006,Female,53,Clothing,4,424,1696,230,194,776,online,Returning,1
1007,5/10/2024,CUST1007,Male,33,Electronics,6,66,396,51,15,90,credit card,Returning,5
1008,6/19/2024,CUST1008,Female,89,Electronics,4,87,348,50,37,148,online,Returning,5
1009,7/23/2024,CUST1009,Female,73,Electronics,8,299,2392,262,37,296,online,New,1
1010,9/5/2024,CUST1010,Male,37,Electronics,7,423,2961,321,102,714,cash,Returning,5
1011,2/12/2024,CUST1011,Female,68,Clothing,7,91,637,59,32,224,online,New,5
1012,11/14/2024,CUST1012,Male,78,Clothing,7,175,1225,152,23,161,cash,Returning,1
1013,10/6/2024,CUST1013,Female,29,Clothing,10,103,1030,79,24,240,online,Returning,3
1014,7/10/2024,CUST1014,Female,60,Clothing,9,293,2637,205,88,792,online,New,3
1015,5/12/2024,CUST1015,Female,65,Food,3,88,264,52,36,108,cash,New,5
1016,3/15/2024,CUST1016,Male,77,Clothing,5,472,2360,278,194,970,cash,Returning,5
1017,3/20/2024,CUST1017,Male,57,Clothing,3,215,645,158,57,171,online,New,4
1018,10/11/2024,CUST1018,Male,71,Food,5,455,2275,346,109,545,cash,Returning,2
1019,5/29/2024,CUST1019,Male,46,Electronics,7,427,2989,316,111,777,cash,Returning,1
1020,8/20/2024,CUST1020,Male,73,Food,3,499,1497,368,131,393,online,New,4
1021,12/9/2024,CUST1021,Male,31,Clothing,1,141,141,91,50,50,cash,Returning,4
1022,3/30/2024,CUST1022,Male,68,Food,9,157,1413,121,36,324,credit card,New,5
1023,9/10/2024,CUST1023,Female,54,Food,9,290,2610,206,84,756,online,Returning,2
1024,9/17/2024,CUST1024,Male,38,Electronics,2,499,998,324,175,350,online,New,3
1025,12/21/2024,CUST1025,Male,41,Food,10,338,3380,294,44,440,online,Returning,5
1026,8/11/2024,CUST1026,Female,43,Clothing,3,118,354,88,30,90,credit card,New,4
1027,1/13/2024,CUST1027,Female,35,Food,2,232,464,154,78,156,cash,Returning,3
1028,5/24/2024,CUST1028,Male,38,Clothing,1,347,347,266,81,81,online,New,5
1029,1/20/2024,CUST1029,Male,67,Clothing,1,480,480,404,76,76,credit card,Returning,3
1030,5/5/2024,CUST1030,Male,67,Clothing,10,211,2110,124,87,870,online,New,3
1031,12/12/2024,CUST1031,Male,50,Electronics,6,207,1242,129,78,468,cash,New,2
1032,10/11/2024,CUST1032,Male,37,Clothing,5,208,1040,174,34,170,credit card,New,1
1033,12/2/2024,CUST1033,Female,64,Clothing,8,347,2776,177,170,1360,credit card,Returning,5
1034,10/17/2024,CUST1034,Female,65,Food,1,196,196,98,98,98,credit card,Returning,3
1035,12/21/2024,CUST1035,Male,50,Electronics,10,405,4050,335,70,700,credit card,New,5
1036,10/14/2024,CUST1036,Male,37,Clothing,2,223,446,120,103,206,online,New,4
1037,10/17/2024,CUST1037,Male,72,Clothing,4,261,1044,155,106,424,credit card,Returning,4
1038,3/5/2024,CUST1038,Male,73,Electronics,9,271,2439,179,92,828,credit card,New,5
1039,3/27/2024,CUST1039,Male,81,Clothing,10,446,4460,345,101,1010,cash,New,2
1040,6/17/2024,CUST1040,Female,71,Food,4,420,1680,298,122,488,cash,Returning,5
1041,6/15/2024,CUST1041,Male,68,Clothing,6,46,276,27,19,114,credit card,Returning,1
1042,5/13/2024,CUST1042,Female,32,Clothing,5,61,305,52,9,45,credit card,Returning,3
1043,8/4/2024,CUST1043,Male,33,Electronics,7,373,2611,230,143,1001,cash,Returning,5
1044,5/4/2024,CUST1044,Male,23,Clothing,10,197,1970,141,56,560,cash,New,2
1045,8/16/2024,CUST1045,Female,65,Clothing,10,35,350,25,10,100,cash,Returning,2
1046,1/15/2024,CUST1046,Female,20,Clothing,10,204,2040,105,99,990,online,New,4
1047,5/19/2024,CUST1047,Female,31,Clothing,3,266,798,164,102,306,cash,Returning,5
1048,3/10/2024,CUST1048,Female,41,Clothing,5,264,1320,163,101,505,cash,New,4
1049,12/1/2024,CUST1049,Female,23,Electronics,5,96,480,69,27,135,cash,Returning,1
1050,2/18/2024,CUST1050,Male,31,Electronics,9,469,4221,394,75,675,credit card,Returning,1
1051,2/17/2024,CUST1051,Male,47,Clothing,5,482,2410,273,209,1045,cash,New,4
1052,8/8/2024,CUST1052,Male,71,Electronics,3,235,705,125,110,330,online,Returning,3
1053,9/17/2024,CUST1053,Female,50,Clothing,7,87,609,71,16,112,credit card,Returning,5
1054,11/6/2024,CUST1054,Male,33,Electronics,10,453,4530,346,107,1070,credit card,Returning,1
1055,1/4/2024,CUST1055,Male,52,Food,8,198,1584,113,85,680,credit card,New,2
1056,3/4/2024,CUST1056,Female,52,Food,9,274,2466,242,32,288,credit card,New,3
1057,3/25/2024,CUST1057,Male,52,Clothing,8,55,440,31,24,192,online,Returning,3
1058,3/25/2024,CUST1058,Male,58,Electronics,9,212,1908,126,86,774,online,Returning,5
1059,1/23/2024,CUST1059,Female,68,Clothing,5,308,1540,236,72,360,credit card,Returning,2
1060,2/21/2024,CUST1060,Male,65,Clothing,6,307,1842,172,135,810,cash,Returning,1
1061,5/26/2024,CUST1061,Female,63,Clothing,8,180,1440,159,21,168,credit card,Returning,4
1062,8/4/2024,CUST1062,Female,22,Food,5,92,460,52,40,200,cash,New,1
1063,5/21/2024,CUST1063,Male,71,Clothing,2,144,288,120,24,48,online,New,2
1064,5/29/2024,CUST1064,Male,71,Clothing,4,327,1308,291,36,144,online,Returning,3
1065,1/11/2024,CUST1065,Female,27,Food,1,124,124,62,62,62,cash,Returning,3
1066,2/7/2024,CUST1066,Male,35,Electronics,8,121,968,83,38,304,cash,Returning,5
1067,5/9/2024,CUST1067,Male,70,Clothing,6,42,252,21,21,126,online,New,2
1068,5/25/2024,CUST1068,Female,60,Electronics,2,500,1000,299,201,402,online,Returning,3
1069,12/15/2024,CUST1069,Female,79,Clothing,1,328,328,182,146,146,online,New,3
1070,5/14/2024,CUST1070,Male,35,Clothing,6,242,1452,216,26,156,online,New,2
1071,1/15/2024,CUST1071,Male,32,Food,8,108,864,67,41,328,cash,New,4
1072,1/8/2024,CUST1072,Female,60,Food,10,206,2060,130,76,760,credit card,Returning,2
1073,4/15/2024,CUST1073,Female,23,Electronics,5,492,2460,407,85,425,credit card,Returning,5
1074,4/22/2024,CUST1074,Female,47,Electronics,3,334,1002,208,126,378,cash,Returning,4
1075,9/29/2024,CUST1075,Male,52,Electronics,7,235,1645,125,110,770,credit card,Returning,5
1076,8/31/2024,CUST1076,Male,75,Clothing,8,146,1168,79,67,536,online,Returning,4
1077,4/3/2024,CUST1077,Male,34,Electronics,5,413,2065,279,134,670,online,New,5
1078,12/8/2024,CUST1078,Female,22,Clothing,10,195,1950,164,31,310,credit card,New,1
1079,3/17/2024,CUST1079,Male,52,Clothing,1,332,332,167,165,165,cash,New,3
1080,12/4/2024,CUST1080,Male,75,Electronics,3,128,384,93,35,105,cash,Returning,5
1081,6/8/2024,CUST1081,Female,74,Clothing,6,489,2934,329,160,960,cash,Returning,4
1082,2/19/2024,CUST1082,Female,56,Clothing,9,68,612,47,21,189,online,New,1
1083,6/27/2024,CUST1083,Female,35,Electronics,5,388,1940,263,125,625,cash,New,1
1084,4/9/2024,CUST1084,Male,55,Food,1,344,344,174,170,170,online,New,4
1085,8/9/2024,CUST1085,Female,72,Clothing,6,355,2130,209,146,876,cash,Returning,4
1086,4/6/2024,CUST1086,Male,42,Clothing,2,232,464,173,59,118,cash,New,3
1087,10/12/2024,CUST1087,Male,77,Clothing,6,157,942,81,76,456,credit card,Returning,2
1088,1/3/2024,CUST1088,Female,28,Clothing,4,138,552,106,32,128,credit card,New,1
1089,5/29/2024,CUST1089,Female,75,Clothing,9,293,2637,226,67,603,credit card,Returning,4
1090,10/21/2024,CUST1090,Female,44,Food,8,140,1120,81,59,472,credit card,New,1
1091,8/30/2024,CUST1091,Female,66,Clothing,5,339,1695,211,128,640,cash,New,5
1092,8/12/2024,CUST1092,Female,86,Food,6,115,690,90,25,150,cash,Returning,2
1093,3/31/2024,CUST1093,Female,33,Food,6,133,798,74,59,354,credit card,Returning,4
1094,5/14/2024,CUST1094,Female,50,Electronics,9,197,1773,137,60,540,credit card,New,2
1095,2/26/2024,CUST1095,Female,31,Clothing,4,257,1028,171,86,344,online,Returning,5
1096,4/4/2024,CUST1096,Female,56,Clothing,5,44,220,28,16,80,cash,Returning,3
1097,5/5/2024,CUST1097,Female,56,Food,4,95,380,77,18,72,credit card,New,2
1098,6/24/2024,CUST1098,Male,59,Food,6,436,2616,305,131,786,online,Returning,4
1099,9/15/2024,CUST1099,Male,20,Clothing,2,462,924,411,51,102,online,New,2
1100,2/18/2024,CUST1100,Male,28,Food,9,249,2241,224,25,225,credit card,Returning,4
1101,7/8/2024,CUST1101,Male,32,Food,7,92,644,70,22,154,credit card,New,5
1102,2/12/2024,CUST1102,Male,78,Clothing,10,457,4570,281,176,1760,online,Returning,2
1103,2/23/2024,CUST1103,Male,56,Clothing,4,35,140,18,17,68,cash,Returning,2
1104,3/29/2024,CUST1104,Female,85,Food,9,234,2106,139,95,855,credit card,Returning,3
1105,6/15/2024,CUST1105,Female,43,Food,2,353,706,284,69,138,online,New,5
1106,1/5/2024,CUST1106,Female,76,Clothing,5,371,1855,244,127,635,cash,Returning,1
1107,7/3/2024,CUST1107,Female,84,Electronics,4,35,140,25,10,40,cash,New,1
1108,6/3/2024,CUST1108,Female,74,Food,2,272,544,166,106,212,cash,Returning,1
1109,6/20/2024,CUST1109,Male,40,Clothing,4,489,1956,285,204,816,online,Returning,4
1110,4/19/2024,CUST1110,Male,87,Clothing,8,153,1224,86,67,536,credit card,Returning,1
1111,3/15/2024,CUST1111,Male,46,Clothing,2,119,238,101,18,36,online,New,2
1112,2/16/2024,CUST1112,Male,52,Food,9,64,576,53,11,99,online,Returning,2
1113,11/19/2024,CUST1113,Female,46,Clothing,5,76,380,64,12,60,cash,New,1
1114,11/1/2024,CUST1114,Female,25,Clothing,3,459,1377,397,62,186,credit card,Returning,1
1115,10/16/2024,CUST1115,Female,43,Clothing,1,248,248,128,120,120,credit card,Returning,1
1116,1/8/2024,CUST1116,Female,55,Food,2,296,592,220,76,152,credit card,Returning,3
1117,11/22/2024,CUST1117,Male,36,Food,4,255,1020,171,84,336,cash,Returning,1
1118,9/10/2024,CUST1118,Male,33,Electronics,8,76,608,42,34,272,cash,New,5
1119,7/30/2024,CUST1119,Female,70,Clothing,8,446,3568,261,185,1480,cash,New,5
1120,9/6/2024,CUST1120,Female,20,Food,4,478,1912,240,238,952,online,New,1
1121,11/3/2024,CUST1121,Female,76,Clothing,10,262,2620,147,115,1150,online,New,5
1122,8/23/2024,CUST1122,Male,81,Clothing,3,153,459,104,49,147,online,Returning,2
1123,7/18/2024,CUST1123,Male,36,Clothing,6,255,1530,139,116,696,online,New,1
1124,2/27/2024,CUST1124,Female,56,Electronics,8,43,344,28,15,120,online,New,3
1125,9/21/2024,CUST1125,Male,38,Clothing,1,463,463,339,124,124,credit card,New,3
1126,12/1/2024,CUST1126,Female,27,Food,9,52,468,42,10,90,credit card,New,3
1127,5/7/2024,CUST1127,Male,71,Food,5,460,2300,317,143,715,credit card,New,5
1128,8/14/2024,CUST1128,Female,63,Clothing,4,78,312,55,23,92,credit card,New,3
1129,4/6/2024,CUST1129,Male,31,Clothing,9,251,2259,128,123,1107,cash,New,4
1130,6/30/2024,CUST1130,Male,42,Electronics,8,322,2576,194,128,1024,credit card,Returning,5
1131,11/17/2024,CUST1131,Female,35,Clothing,1,86,86,73,13,13,credit card,Returning,5
1132,10/27/2024,CUST1132,Female,67,Food,3,204,612,133,71,213,cash,Returning,1
1133,5/17/2024,CUST1133,Female,48,Electronics,9,296,2664,233,63,567,credit card,Returning,5
1134,9/23/2024,CUST1134,Female,65,Food,2,404,808,358,46,92,online,New,4
1135,6/25/2024,CUST1135,Female,77,Clothing,1,348,348,271,77,77,online,Returning,5
1136,1/14/2024,CUST1136,Female,65,Electronics,3,328,984,281,47,141,cash,New,2
1137,10/19/2024,CUST1137,Male,33,Food,8,388,3104,341,47,376,online,Returning,5
1138,12/12/2024,CUST1138,Male,79,Clothing,7,197,1379,166,31,217,online,Returning,2
1139,3/17/2024,CUST1139,Female,75,Food,8,221,1768,140,81,648,online,New,5
1140,8/29/2024,CUST1140,Female,46,Clothing,6,316,1896,245,71,426,online,New,1
1141,2/17/2024,CUST1141,Female,72,Clothing,2,463,926,254,209,418,online,Returning,1
1142,1/20/2024,CUST1142,Female,81,Clothing,6,473,2838,307,166,996,cash,New,2
1143,5/25/2024,CUST1143,Male,29,Clothing,4,340,1360,299,41,164,cash,New,3
1144,8/17/2024,CUST1144,Male,67,Clothing,9,313,2817,240,73,657,credit card,Returning,4
1145,1/18/2024,CUST1145,Male,50,Electronics,5,313,1565,270,43,215,cash,Returning,2
1146,7/8/2024,CUST1146,Male,88,Electronics,5,93,465,75,18,90,credit card,Returning,1
1147,9/4/2024,CUST1147,Male,41,Food,1,390,390,346,44,44,cash,New,1
1148,2/22/2024,CUST1148,Female,38,Food,8,336,2688,248,88,704,cash,Returning,1
1149,8/28/2024,CUST1149,Male,90,Clothing,5,332,1660,182,150,750,credit card,Returning,3
1150,12/14/2024,CUST1150,Male,87,Clothing,7,286,2002,213,73,511,online,Returning,4
1151,3/25/2024,CUST1151,Male,68,Clothing,6,106,636,65,41,246,cash,New,3
1152,4/14/2024,CUST1152,Male,45,Electronics,7,116,812,102,14,98,cash,Returning,3
1153,12/3/2024,CUST1153,Female,23,Clothing,4,381,1524,294,87,348,credit card,New,2
1154,9/9/2024,CUST1154,Female,24,Clothing,4,295,1180,163,132,528,credit card,New,4
1155,4/5/2024,CUST1155,Female,29,Clothing,10,460,4600,357,103,1030,cash,Returning,1
1156,5/21/2024,CUST1156,Female,33,Clothing,10,120,1200,98,22,220,credit card,Returning,5
1157,6/9/2024,CUST1157,Male,21,Clothing,7,60,420,47,13,91,cash,Returning,2
1158,10/12/2024,CUST1158,Female,33,Clothing,9,210,1890,143,67,603,credit card,Returning,1
1159,7/23/2024,CUST1159,Female,64,Clothing,5,421,2105,302,119,595,credit card,New,3
1160,6/30/2024,CUST1160,Female,64,Clothing,10,97,970,63,34,340,online,Returning,4
1161,1/31/2024,CUST1161,Female,60,Clothing,5,297,1485,161,136,680,online,New,4
1162,5/1/2024,CUST1162,Male,72,Food,2,259,518,213,46,92,cash,New,4
1163,8/3/2024,CUST1163,Male,87,Food,2,408,816,234,174,348,online,Returning,3
1164,12/17/2024,CUST1164,Male,61,Electronics,3,475,1425,295,180,540,online,New,2
1165,4/20/2024,CUST1165,Male,87,Electronics,5,477,2385,425,52,260,online,New,1
1166,7/11/2024,CUST1166,Female,44,Clothing,2,148,296,77,71,142,credit card,Returning,5
1167,6/1/2024,CUST1167,Male,37,Electronics,5,379,1895,297,82,410,cash,Returning,5
1168,7/3/2024,CUST1168,Male,76,Food,9,497,4473,417,80,720,cash,New,3
1169,7/24/2024,CUST1169,Male,66,Food,5,365,1825,203,162,810,online,Returning,4
1170,2/17/2024,CUST1170,Male,85,Electronics,5,382,1910,230,152,760,cash,New,5
1171,9/11/2024,CUST1171,Female,70,Clothing,5,309,1545,264,45,225,credit card,Returning,3
1172,6/26/2024,CUST1172,Male,20,Clothing,7,37,259,31,6,42,cash,Returning,5
1173,1/2/2024,CUST1173,Female,81,Food,2,124,248,78,46,92,cash,Returning,4
1174,3/26/2024,CUST1174,Female,81,Food,7,426,2982,383,43,301,online,New,5
1175,12/13/2024,CUST1175,Male,27,Food,1,479,479,288,191,191,online,Returning,1
1176,1/25/2024,CUST1176,Female,85,Clothing,3,308,924,157,151,453,online,New,1
1177,3/24/2024,CUST1177,Female,83,Food,6,78,468,53,25,150,online,Returning,3
1178,6/2/2024,CUST1178,Female,66,Clothing,3,96,288,55,41,123,online,Returning,5
1179,11/17/2024,CUST1179,Male,58,Food,10,266,2660,214,52,520,online,New,4
1180,5/3/2024,CUST1180,Female,83,Clothing,9,332,2988,291,41,369,cash,New,4
1181,10/23/2024,CUST1181,Female,53,Clothing,5,415,2075,330,85,425,online,New,1
1182,8/22/2024,CUST1182,Male,78,Clothing,2,348,696,220,128,256,credit card,Returning,3
1183,11/14/2024,CUST1183,Male,39,Clothing,4,358,1432,244,114,456,online,Returning,1
1184,7/26/2024,CUST1184,Male,37,Clothing,10,123,1230,108,15,150,online,Returning,5
1185,4/21/2024,CUST1185,Female,57,Food,6,342,2052,204,138,828,credit card,Returning,5
1186,2/25/2024,CUST1186,Female,47,Food,7,50,350,38,12,84,online,New,4
1187,7/25/2024,CUST1187,Female,77,Electronics,7,330,2310,265,65,455,credit card,New,5
1188,9/28/2024,CUST1188,Male,83,Food,6,247,1482,199,48,288,online,New,5
1189,1/20/2024,CUST1189,Male,68,Electronics,6,444,2664,240,204,1224,credit card,New,5
1190,7/29/2024,CUST1190,Male,78,Clothing,8,447,3576,240,207,1656,online,Returning,5
1191,8/11/2024,CUST1191,Female,86,Clothing,6,200,1200,133,67,402,credit card,New,2
1192,7/27/2024,CUST1192,Female,48,Food,2,32,64,20,12,24,credit card,New,2
1193,1/2/2024,CUST1193,Female,82,Clothing,6,91,546,54,37,222,credit card,Returning,3
1194,2/6/2024,CUST1194,Female,48,Clothing,6,108,648,80,28,168,credit card,New,5
1195,8/18/2024,CUST1195,Female,43,Food,6,274,1644,157,117,702,cash,Returning,2
1196,7/6/2024,CUST1196,Male,38,Clothing,8,203,1624,180,23,184,cash,New,1
1197,3/30/2024,CUST1197,Male,44,Food,10,353,3530,292,61,610,credit card,Returning,4
1198,1/24/2024,CUST1198,Male,43,Electronics,2,89,178,52,37,74,online,New,4
1199,7/4/2024,CUST1199,Male,31,Electronics,4,457,1828,325,132,528,cash,Returning,5
1200,3/29/2024,CUST1200,Female,24,Clothing,1,499,499,356,143,143,online,New,4
1201,4/29/2024,CUST1201,Male,65,Food,3,448,1344,225,223,669,cash,Returning,4
1202,12/1/2024,CUST1202,Male,48,Clothing,4,268,1072,239,29,116,cash,Returning,4
1203,2/26/2024,CUST1203,Female,26,Electronics,1,423,423,324,99,99,cash,New,3
1204,10/15/2024,CUST1204,Female,88,Electronics,5,274,1370,152,122,610,credit card,New,4
1205,10/30/2024,CUST1205,Male,50,Clothing,5,227,1135,199,28,140,online,Returning,4
1206,6/28/2024,CUST1206,Male,24,Clothing,1,114,114,99,15,15,online,New,2
1207,3/15/2024,CUST1207,Male,48,Clothing,10,120,1200,78,42,420,online,New,2
1208,6/24/2024,CUST1208,Female,50,Clothing,8,277,2216,204,73,584,online,Returning,3
1209,2/26/2024,CUST1209,Male,26,Electronics,8,38,304,24,14,112,credit card,Returning,5
1210,5/29/2024,CUST1210,Female,69,Electronics,2,292,584,167,125,250,online,New,4
1211,8/15/2024,CUST1211,Female,39,Clothing,5,42,210,32,10,50,credit card,New,1
1212,6/24/2024,CUST1212,Female,52,Clothing,1,481,481,372,109,109,credit card,Returning,5
1213,3/2/2024,CUST1213,Female,67,Clothing,8,159,1272,108,51,408,online,Returning,5
1214,1/27/2024,CUST1214,Female,87,Food,1,46,46,36,10,10,cash,Returning,1
1215,4/1/2024,CUST1215,Male,47,Clothing,9,461,4149,301,160,1440,cash,Returning,2
1216,12/10/2024,CUST1216,Male,79,Clothing,2,102,204,71,31,62,online,Returning,5
1217,10/29/2024,CUST1217,Female,24,Clothing,2,156,312,92,64,128,cash,New,3
1218,10/5/2024,CUST1218,Female,79,Clothing,7,260,1820,200,60,420,cash,New,2
1219,9/30/2024,CUST1219,Male,51,Food,2,395,790,343,52,104,credit card,New,2
1220,7/31/2024,CUST1220,Male,67,Electronics,3,399,1197,242,157,471,credit card,New,5
1221,7/16/2024,CUST1221,Female,58,Electronics,9,334,3006,177,157,1413,credit card,Returning,5
1222,2/15/2024,CUST1222,Male,41,Food,5,405,2025,330,75,375,online,Returning,1
1223,1/20/2024,CUST1223,Female,27,Clothing,5,220,1100,161,59,295,credit card,New,1
1224,11/18/2024,CUST1224,Female,44,Clothing,3,176,528,111,65,195,credit card,New,5
1225,1/31/2024,CUST1225,Female,75,Food,6,405,2430,229,176,1056,credit card,New,1
1226,6/13/2024,CUST1226,Female,70,Food,3,45,135,37,8,24,online,New,3
1227,1/13/2024,CUST1227,Female,71,Electronics,2,197,394,157,40,80,credit card,Returning,2
1228,9/8/2024,CUST1228,Male,40,Clothing,9,495,4455,260,235,2115,cash,New,5
1229,2/20/2024,CUST1229,Female,27,Electronics,9,120,1080,62,58,522,cash,Returning,4
1230,9/3/2024,CUST1230,Male,80,Clothing,4,370,1480,274,96,384,cash,Returning,3
1231,2/23/2024,CUST1231,Male,40,Clothing,9,211,1899,116,95,855,cash,New,1
1232,10/5/2024,CUST1232,Male,62,Clothing,6,463,2778,406,57,342,cash,New,5
1233,2/3/2024,CUST1233,Female,47,Clothing,6,397,2382,200,197,1182,cash,New,3
1234,2/20/2024,CUST1234,Female,77,Clothing,10,290,2900,247,43,430,credit card,New,1
1235,11/25/2024,CUST1235,Female,75,Electronics,3,375,1125,316,59,177,online,New,5
1236,5/21/2024,CUST1236,Female,83,Electronics,9,244,2196,211,33,297,credit card,Returning,4
1237,2/17/2024,CUST1237,Female,58,Clothing,7,247,1729,220,27,189,online,New,1
1238,9/13/2024,CUST1238,Female,29,Electronics,6,47,282,32,15,90,credit card,New,5
1239,10/6/2024,CUST1239,Female,81,Clothing,4,179,716,104,75,300,cash,Returning,2
1240,5/25/2024,CUST1240,Male,79,Electronics,5,134,670,119,15,75,online,New,1
1241,11/27/2024,CUST1241,Male,87,Food,4,413,1652,325,88,352,online,New,4
1242,5/21/2024,CUST1242,Male,52,Food,8,138,1104,70,68,544,cash,Returning,1
1243,11/25/2024,CUST1243,Female,52,Clothing,2,135,270,78,57,114,credit card,New,2
1244,8/29/2024,CUST1244,Female,79,Food,4,472,1888,248,224,896,online,New,1
1245,2/29/2024,CUST1245,Male,74,Clothing,8,274,2192,241,33,264,credit card,Returning,3
1246,10/28/2024,CUST1246,Male,44,Electronics,5,471,2355,387,84,420,cash,New,4
